Número interno de finca MOVE;Región/ Zona o cooperativa;Técnico a cargo;Nombre productor;Municipio;Departamento
3119;XXXX;PPP;DFGN;XXX;XX
3121;XXXX;QQQ;SNBGS;XXX;XX
3124;XXXX;XXX;XXX;XXX;XX
3125;XXXX;YYY;FADFBA;XXX;XX
3128;XXXX;KKK;FDSBSDF;XXX;XX
3130;XXXX;ÑÑÑ;DFGN;XXX;XX
3132;XXXX;PPP;SNBGS;XXX;XX
3136;XXXX;QQQ;XXX;XXX;XX
3138;XXXX;XXX;FADFBA;XXX;XX
3143;XXXX;YYY;FDSBSDF;XXX;XX
3144;XXXX;KKK;DFGN;XXX;XX
3149;XXXX;ÑÑÑ;SNBGS;XXX;XX
3156;XXXX;PPP;XXX;XXX;XX
3164;XXXX;QQQ;FADFBA;XXX;XX
3166;XXXX;XXX;FDSBSDF;XXX;XX
3168;XXXX;YYY;DFGN;XXX;XX
3171;XXXX;KKK;SNBGS;XXX;XX
3173;XXXX;ÑÑÑ;XXX;XXX;XX
3174;XXXX;PPP;FADFBA;XXX;XX
3175;XXXX;QQQ;FDSBSDF;XXX;XX
3176;XXXX;XXX;DFGN;XXX;XX
3177;XXXX;YYY;SNBGS;XXX;XX
3178;XXXX;KKK;XXX;XXX;XX
3179;XXXX;ÑÑÑ;FADFBA;XXX;XX
3180;XXXX;PPP;FDSBSDF;XXX;XX
3181;XXXX;QQQ;DFGN;XXX;XX
3182;XXXX;XXX;SNBGS;XXX;XX
3184;XXXX;YYY;XXX;XXX;XX
3185;XXXX;KKK;FADFBA;XXX;XX
3190;XXXX;ÑÑÑ;FDSBSDF;XXX;XX
3191;XXXX;PPP;DFGN;XXX;XX
3197;XXXX;QQQ;SNBGS;XXX;XX
3198;XXXX;XXX;XXX;XXX;XX
3200;XXXX;YYY;FADFBA;XXX;XX
3201;XXXX;KKK;FDSBSDF;XXX;XX
3202;XXXX;ÑÑÑ;DFGN;XXX;XX
3203;XXXX;PPP;SNBGS;XXX;XX
3204;XXXX;QQQ;XXX;XXX;XX
3205;XXXX;XXX;FADFBA;XXX;XX
3206;XXXX;YYY;FDSBSDF;XXX;XX
3207;XXXX;KKK;DFGN;XXX;XX
3208;XXXX;ÑÑÑ;SNBGS;XXX;XX
3210;XXXX;PPP;XXX;XXX;XX
3212;XXXX;QQQ;FADFBA;XXX;XX
3213;XXXX;XXX;FDSBSDF;XXX;XX
3215;XXXX;YYY;DFGN;XXX;XX
3216;XXXX;KKK;SNBGS;XXX;XX
3217;XXXX;ÑÑÑ;XXX;XXX;XX
3218;XXXX;PPP;FADFBA;XXX;XX
3219;XXXX;QQQ;FDSBSDF;XXX;XX
3220;XXXX;XXX;DFGN;XXX;XX
3222;XXXX;YYY;SNBGS;XXX;XX
3223;XXXX;KKK;XXX;XXX;XX
3224;XXXX;ÑÑÑ;FADFBA;XXX;XX
3230;XXXX;PPP;FDSBSDF;XXX;XX
3232;XXXX;QQQ;DFGN;XXX;XX
3236;XXXX;XXX;SNBGS;XXX;XX
3242;XXXX;YYY;XXX;XXX;XX
3243;XXXX;KKK;FADFBA;XXX;XX
3244;XXXX;ÑÑÑ;FDSBSDF;XXX;XX
3245;XXXX;PPP;DFGN;XXX;XX
3246;XXXX;QQQ;SNBGS;XXX;XX
3248;XXXX;XXX;XXX;XXX;XX
3252;XXXX;YYY;FADFBA;XXX;XX
3254;XXXX;KKK;FDSBSDF;XXX;XX
3258;XXXX;ÑÑÑ;DFGN;XXX;XX
3260;XXXX;PPP;SNBGS;XXX;XX
3261;XXXX;QQQ;XXX;XXX;XX
3263;XXXX;XXX;FADFBA;XXX;XX
3264;XXXX;YYY;FDSBSDF;XXX;XX
3266;XXXX;KKK;DFGN;XXX;XX
3267;XXXX;ÑÑÑ;SNBGS;XXX;XX
3268;XXXX;PPP;XXX;XXX;XX
3269;XXXX;QQQ;FADFBA;XXX;XX
3271;XXXX;XXX;FDSBSDF;XXX;XX
3272;XXXX;YYY;DFGN;XXX;XX
3273;XXXX;KKK;SNBGS;XXX;XX
3274;XXXX;ÑÑÑ;XXX;XXX;XX
3275;XXXX;PPP;FADFBA;XXX;XX
3277;XXXX;QQQ;FDSBSDF;XXX;XX
3279;XXXX;XXX;DFGN;XXX;XX
3281;XXXX;YYY;SNBGS;XXX;XX
3284;XXXX;KKK;XXX;XXX;XX
3287;XXXX;ÑÑÑ;FADFBA;XXX;XX
3289;XXXX;PPP;FDSBSDF;XXX;XX
3290;XXXX;QQQ;DFGN;XXX;XX
3294;XXXX;XXX;SNBGS;XXX;XX
3296;XXXX;YYY;XXX;XXX;XX
3297;XXXX;KKK;FADFBA;XXX;XX
3298;XXXX;ÑÑÑ;FDSBSDF;XXX;XX
3299;XXXX;PPP;DFGN;XXX;XX
3300;XXXX;QQQ;SNBGS;XXX;XX
3301;XXXX;XXX;XXX;XXX;XX
3302;XXXX;YYY;FADFBA;XXX;XX
3303;XXXX;KKK;FDSBSDF;XXX;XX
3304;XXXX;ÑÑÑ;DFGN;XXX;XX
3305;XXXX;PPP;SNBGS;XXX;XX
3306;XXXX;QQQ;XXX;XXX;XX
3307;XXXX;XXX;FADFBA;XXX;XX
3308;XXXX;YYY;FDSBSDF;XXX;XX
3311;XXXX;KKK;DFGN;XXX;XX
3313;XXXX;ÑÑÑ;SNBGS;XXX;XX
3314;XXXX;PPP;XXX;XXX;XX
3315;XXXX;QQQ;FADFBA;XXX;XX
3316;XXXX;XXX;FDSBSDF;XXX;XX
3317;XXXX;YYY;DFGN;XXX;XX
3320;XXXX;KKK;SNBGS;XXX;XX
3321;XXXX;ÑÑÑ;XXX;XXX;XX
3323;XXXX;PPP;FADFBA;XXX;XX
3324;XXXX;QQQ;FDSBSDF;XXX;XX
3325;XXXX;XXX;DFGN;XXX;XX
3326;XXXX;YYY;SNBGS;XXX;XX
3327;XXXX;KKK;XXX;XXX;XX
3330;XXXX;ÑÑÑ;FADFBA;XXX;XX
3332;XXXX;PPP;FDSBSDF;XXX;XX
3333;XXXX;QQQ;DFGN;XXX;XX
3335;XXXX;XXX;SNBGS;XXX;XX
3336;XXXX;YYY;XXX;XXX;XX
3337;XXXX;KKK;FADFBA;XXX;XX
3338;XXXX;ÑÑÑ;FDSBSDF;XXX;XX
3348;XXXX;PPP;DFGN;XXX;XX
3349;XXXX;QQQ;SNBGS;XXX;XX
3350;XXXX;XXX;XXX;XXX;XX
3351;XXXX;YYY;FADFBA;XXX;XX
3352;XXXX;KKK;FDSBSDF;XXX;XX
3356;XXXX;ÑÑÑ;DFGN;XXX;XX
3357;XXXX;PPP;SNBGS;XXX;XX
3366;XXXX;QQQ;XXX;XXX;XX
3368;XXXX;XXX;FADFBA;XXX;XX
3369;XXXX;YYY;FDSBSDF;XXX;XX
3370;XXXX;KKK;DFGN;XXX;XX
3371;XXXX;ÑÑÑ;SNBGS;XXX;XX
3373;XXXX;PPP;XXX;XXX;XX
3374;XXXX;QQQ;FADFBA;XXX;XX
3376;XXXX;XXX;FDSBSDF;XXX;XX
3377;XXXX;YYY;DFGN;XXX;XX
3378;XXXX;KKK;SNBGS;XXX;XX
3379;XXXX;ÑÑÑ;XXX;XXX;XX
3380;XXXX;PPP;FADFBA;XXX;XX
3381;XXXX;QQQ;FDSBSDF;XXX;XX
3382;XXXX;XXX;DFGN;XXX;XX
3383;XXXX;YYY;SNBGS;XXX;XX
3384;XXXX;KKK;XXX;XXX;XX
3385;XXXX;ÑÑÑ;FADFBA;XXX;XX
3388;XXXX;PPP;FDSBSDF;XXX;XX
3389;XXXX;QQQ;DFGN;XXX;XX
3390;XXXX;XXX;SNBGS;XXX;XX
3392;XXXX;YYY;XXX;XXX;XX
3393;XXXX;KKK;FADFBA;XXX;XX
3394;XXXX;ÑÑÑ;FDSBSDF;XXX;XX
3395;XXXX;PPP;DFGN;XXX;XX
3396;XXXX;QQQ;SNBGS;XXX;XX
3397;XXXX;XXX;XXX;XXX;XX
3398;XXXX;YYY;FADFBA;XXX;XX
3399;XXXX;KKK;FDSBSDF;XXX;XX
3400;XXXX;ÑÑÑ;DFGN;XXX;XX
3403;XXXX;PPP;SNBGS;XXX;XX
3404;XXXX;QQQ;XXX;XXX;XX
3405;XXXX;XXX;FADFBA;XXX;XX
3406;XXXX;YYY;FDSBSDF;XXX;XX
3408;XXXX;KKK;DFGN;XXX;XX
3410;XXXX;ÑÑÑ;SNBGS;XXX;XX
3413;XXXX;PPP;XXX;XXX;XX
3417;XXXX;QQQ;FADFBA;XXX;XX
3419;XXXX;XXX;FDSBSDF;XXX;XX
3423;XXXX;YYY;DFGN;XXX;XX
3424;XXXX;KKK;SNBGS;XXX;XX
3425;XXXX;ÑÑÑ;XXX;XXX;XX
3428;XXXX;PPP;FADFBA;XXX;XX
3429;XXXX;QQQ;FDSBSDF;XXX;XX
3430;XXXX;XXX;DFGN;XXX;XX
3432;XXXX;YYY;SNBGS;XXX;XX
3433;XXXX;KKK;XXX;XXX;XX
3434;XXXX;ÑÑÑ;FADFBA;XXX;XX
3436;XXXX;PPP;FDSBSDF;XXX;XX
3439;XXXX;QQQ;DFGN;XXX;XX
3440;XXXX;XXX;SNBGS;XXX;XX
3441;XXXX;YYY;XXX;XXX;XX
3442;XXXX;KKK;FADFBA;XXX;XX
3443;XXXX;ÑÑÑ;FDSBSDF;XXX;XX
3444;XXXX;PPP;DFGN;XXX;XX
3445;XXXX;QQQ;SNBGS;XXX;XX
3446;XXXX;XXX;XXX;XXX;XX
3447;XXXX;YYY;FADFBA;XXX;XX
3449;XXXX;KKK;FDSBSDF;XXX;XX
3451;XXXX;ÑÑÑ;DFGN;XXX;XX
3452;XXXX;PPP;SNBGS;XXX;XX
3453;XXXX;QQQ;XXX;XXX;XX
3454;XXXX;XXX;FADFBA;XXX;XX
3455;XXXX;YYY;FDSBSDF;XXX;XX
3468;XXXX;KKK;DFGN;XXX;XX
3475;XXXX;ÑÑÑ;SNBGS;XXX;XX
3482;XXXX;PPP;XXX;XXX;XX
3489;XXXX;QQQ;FADFBA;XXX;XX
3493;XXXX;XXX;FDSBSDF;XXX;XX
3494;XXXX;YYY;DFGN;XXX;XX
3495;XXXX;KKK;SNBGS;XXX;XX
3496;XXXX;ÑÑÑ;XXX;XXX;XX
3497;XXXX;PPP;FADFBA;XXX;XX
3500;XXXX;QQQ;FDSBSDF;XXX;XX
3502;XXXX;XXX;DFGN;XXX;XX
3509;XXXX;YYY;SNBGS;XXX;XX
3510;XXXX;KKK;XXX;XXX;XX
3511;XXXX;ÑÑÑ;FADFBA;XXX;XX
3512;XXXX;PPP;FDSBSDF;XXX;XX
3514;XXXX;QQQ;DFGN;XXX;XX
3515;XXXX;XXX;SNBGS;XXX;XX
3518;XXXX;YYY;XXX;XXX;XX
3520;XXXX;KKK;FADFBA;XXX;XX
3524;XXXX;ÑÑÑ;FDSBSDF;XXX;XX
3525;XXXX;PPP;DFGN;XXX;XX
3526;XXXX;QQQ;SNBGS;XXX;XX
3535;XXXX;XXX;XXX;XXX;XX
3539;XXXX;YYY;FADFBA;XXX;XX
3540;XXXX;KKK;FDSBSDF;XXX;XX
3542;XXXX;ÑÑÑ;DFGN;XXX;XX
3543;XXXX;PPP;SNBGS;XXX;XX
3545;XXXX;QQQ;XXX;XXX;XX
3549;XXXX;XXX;FADFBA;XXX;XX
3551;XXXX;YYY;FDSBSDF;XXX;XX
3552;XXXX;KKK;DFGN;XXX;XX
3553;XXXX;ÑÑÑ;SNBGS;XXX;XX
3555;XXXX;PPP;XXX;XXX;XX
3556;XXXX;QQQ;FADFBA;XXX;XX
3559;XXXX;XXX;FDSBSDF;XXX;XX
3566;XXXX;YYY;DFGN;XXX;XX
3568;XXXX;KKK;SNBGS;XXX;XX
3569;XXXX;ÑÑÑ;XXX;XXX;XX
3570;XXXX;PPP;FADFBA;XXX;XX
3575;XXXX;QQQ;FDSBSDF;XXX;XX
3576;XXXX;XXX;DFGN;XXX;XX
3577;XXXX;YYY;SNBGS;XXX;XX
3578;XXXX;KKK;XXX;XXX;XX
3579;XXXX;ÑÑÑ;FADFBA;XXX;XX
3580;XXXX;PPP;FDSBSDF;XXX;XX
3581;XXXX;QQQ;DFGN;XXX;XX
3582;XXXX;XXX;SNBGS;XXX;XX
3583;XXXX;YYY;XXX;XXX;XX
3584;XXXX;KKK;FADFBA;XXX;XX
3587;XXXX;ÑÑÑ;FDSBSDF;XXX;XX
3588;XXXX;PPP;DFGN;XXX;XX
3589;XXXX;QQQ;SNBGS;XXX;XX
3594;XXXX;XXX;XXX;XXX;XX
3595;XXXX;YYY;FADFBA;XXX;XX
3596;XXXX;KKK;FDSBSDF;XXX;XX
3599;XXXX;ÑÑÑ;DFGN;XXX;XX
3602;XXXX;PPP;SNBGS;XXX;XX
3605;XXXX;QQQ;XXX;XXX;XX
3606;XXXX;XXX;FADFBA;XXX;XX
3609;XXXX;YYY;FDSBSDF;XXX;XX
3611;XXXX;KKK;DFGN;XXX;XX
3612;XXXX;ÑÑÑ;SNBGS;XXX;XX
3614;XXXX;PPP;XXX;XXX;XX
3616;XXXX;QQQ;FADFBA;XXX;XX
3619;XXXX;XXX;FDSBSDF;XXX;XX
3620;XXXX;YYY;DFGN;XXX;XX
3622;XXXX;KKK;SNBGS;XXX;XX
3624;XXXX;ÑÑÑ;XXX;XXX;XX
3631;XXXX;PPP;FADFBA;XXX;XX
3632;XXXX;QQQ;FDSBSDF;XXX;XX
3633;XXXX;XXX;DFGN;XXX;XX
3634;XXXX;YYY;SNBGS;XXX;XX
3635;XXXX;KKK;XXX;XXX;XX
3637;XXXX;ÑÑÑ;FADFBA;XXX;XX
3641;XXXX;PPP;FDSBSDF;XXX;XX
3642;XXXX;QQQ;DFGN;XXX;XX
3644;XXXX;XXX;SNBGS;XXX;XX
3647;XXXX;YYY;XXX;XXX;XX
3650;XXXX;KKK;FADFBA;XXX;XX
3653;XXXX;ÑÑÑ;FDSBSDF;XXX;XX
3655;XXXX;PPP;DFGN;XXX;XX
3656;XXXX;QQQ;SNBGS;XXX;XX
3657;XXXX;XXX;XXX;XXX;XX
3660;XXXX;YYY;FADFBA;XXX;XX
3663;XXXX;KKK;FDSBSDF;XXX;XX
3665;XXXX;ÑÑÑ;DFGN;XXX;XX
3669;XXXX;PPP;SNBGS;XXX;XX
3670;XXXX;QQQ;XXX;XXX;XX
3672;XXXX;XXX;FADFBA;XXX;XX
3674;XXXX;YYY;FDSBSDF;XXX;XX
3675;XXXX;KKK;DFGN;XXX;XX
3676;XXXX;ÑÑÑ;SNBGS;XXX;XX
3677;XXXX;PPP;XXX;XXX;XX
3678;XXXX;QQQ;FADFBA;XXX;XX
3679;XXXX;XXX;FDSBSDF;XXX;XX
3683;XXXX;YYY;DFGN;XXX;XX
3684;XXXX;KKK;SNBGS;XXX;XX
3687;XXXX;ÑÑÑ;XXX;XXX;XX
3688;XXXX;PPP;FADFBA;XXX;XX
3689;XXXX;QQQ;FDSBSDF;XXX;XX
3690;XXXX;XXX;DFGN;XXX;XX
3691;XXXX;YYY;SNBGS;XXX;XX
3692;XXXX;KKK;XXX;XXX;XX
3693;XXXX;ÑÑÑ;FADFBA;XXX;XX
3694;XXXX;PPP;FDSBSDF;XXX;XX
3696;XXXX;QQQ;DFGN;XXX;XX
3697;XXXX;XXX;SNBGS;XXX;XX
3699;XXXX;YYY;XXX;XXX;XX
3700;XXXX;KKK;FADFBA;XXX;XX
3701;XXXX;ÑÑÑ;FDSBSDF;XXX;XX
3704;XXXX;PPP;DFGN;XXX;XX
3705;XXXX;QQQ;SNBGS;XXX;XX
3708;XXXX;XXX;XXX;XXX;XX
3710;XXXX;YYY;FADFBA;XXX;XX
3711;XXXX;KKK;FDSBSDF;XXX;XX
3712;XXXX;ÑÑÑ;DFGN;XXX;XX
3713;XXXX;PPP;SNBGS;XXX;XX
3714;XXXX;QQQ;XXX;XXX;XX
3716;XXXX;XXX;FADFBA;XXX;XX
3718;XXXX;YYY;FDSBSDF;XXX;XX
3721;XXXX;KKK;DFGN;XXX;XX
3722;XXXX;ÑÑÑ;SNBGS;XXX;XX
3724;XXXX;PPP;XXX;XXX;XX
3727;XXXX;QQQ;FADFBA;XXX;XX
3731;XXXX;XXX;FDSBSDF;XXX;XX
3733;XXXX;YYY;DFGN;XXX;XX
3734;XXXX;KKK;SNBGS;XXX;XX
3737;XXXX;ÑÑÑ;XXX;XXX;XX
3738;XXXX;PPP;FADFBA;XXX;XX
3739;XXXX;QQQ;FDSBSDF;XXX;XX
3740;XXXX;XXX;DFGN;XXX;XX
3741;XXXX;YYY;SNBGS;XXX;XX
3743;XXXX;KKK;XXX;XXX;XX
3746;XXXX;ÑÑÑ;FADFBA;XXX;XX
3747;XXXX;PPP;FDSBSDF;XXX;XX
3748;XXXX;QQQ;DFGN;XXX;XX
3751;XXXX;XXX;SNBGS;XXX;XX
3755;XXXX;YYY;XXX;XXX;XX
3756;XXXX;KKK;FADFBA;XXX;XX
3757;XXXX;ÑÑÑ;FDSBSDF;XXX;XX
3765;XXXX;PPP;DFGN;XXX;XX
3771;XXXX;QQQ;SNBGS;XXX;XX
3773;XXXX;XXX;XXX;XXX;XX
3779;XXXX;YYY;FADFBA;XXX;XX
3785;XXXX;KKK;FDSBSDF;XXX;XX
3786;XXXX;ÑÑÑ;DFGN;XXX;XX
3787;XXXX;PPP;SNBGS;XXX;XX
3790;XXXX;QQQ;XXX;XXX;XX
3791;XXXX;XXX;FADFBA;XXX;XX
3792;XXXX;YYY;FDSBSDF;XXX;XX
3794;XXXX;KKK;DFGN;XXX;XX
3797;XXXX;ÑÑÑ;SNBGS;XXX;XX
3798;XXXX;PPP;XXX;XXX;XX
3799;XXXX;QQQ;FADFBA;XXX;XX
3802;XXXX;XXX;FDSBSDF;XXX;XX
3803;XXXX;YYY;DFGN;XXX;XX
3804;XXXX;KKK;SNBGS;XXX;XX
3806;XXXX;ÑÑÑ;XXX;XXX;XX
3810;XXXX;PPP;FADFBA;XXX;XX
3811;XXXX;QQQ;FDSBSDF;XXX;XX
3813;XXXX;XXX;DFGN;XXX;XX
3814;XXXX;YYY;SNBGS;XXX;XX
3820;XXXX;KKK;XXX;XXX;XX
3822;XXXX;ÑÑÑ;FADFBA;XXX;XX
3824;XXXX;PPP;FDSBSDF;XXX;XX
3825;XXXX;QQQ;DFGN;XXX;XX
3826;XXXX;XXX;SNBGS;XXX;XX
3827;XXXX;YYY;XXX;XXX;XX
3828;XXXX;KKK;FADFBA;XXX;XX
3832;XXXX;ÑÑÑ;FDSBSDF;XXX;XX
3833;XXXX;PPP;DFGN;XXX;XX
3834;XXXX;QQQ;SNBGS;XXX;XX
3835;XXXX;XXX;XXX;XXX;XX
3837;XXXX;YYY;FADFBA;XXX;XX
3838;XXXX;KKK;FDSBSDF;XXX;XX
3839;XXXX;ÑÑÑ;DFGN;XXX;XX
3841;XXXX;PPP;SNBGS;XXX;XX
3842;XXXX;QQQ;XXX;XXX;XX
3843;XXXX;XXX;FADFBA;XXX;XX
3844;XXXX;YYY;FDSBSDF;XXX;XX
3845;XXXX;KKK;DFGN;XXX;XX
3846;XXXX;ÑÑÑ;SNBGS;XXX;XX
3847;XXXX;PPP;XXX;XXX;XX
3848;XXXX;QQQ;FADFBA;XXX;XX
3849;XXXX;XXX;FDSBSDF;XXX;XX
3850;XXXX;YYY;DFGN;XXX;XX
3851;XXXX;KKK;SNBGS;XXX;XX
3852;XXXX;ÑÑÑ;XXX;XXX;XX
3853;XXXX;PPP;FADFBA;XXX;XX
3855;XXXX;QQQ;FDSBSDF;XXX;XX
3857;XXXX;XXX;DFGN;XXX;XX
3858;XXXX;YYY;SNBGS;XXX;XX
3859;XXXX;KKK;XXX;XXX;XX
3860;XXXX;ÑÑÑ;FADFBA;XXX;XX
3864;XXXX;PPP;FDSBSDF;XXX;XX
3865;XXXX;QQQ;DFGN;XXX;XX
3866;XXXX;XXX;SNBGS;XXX;XX
3867;XXXX;YYY;XXX;XXX;XX
3868;XXXX;KKK;FADFBA;XXX;XX
3869;XXXX;ÑÑÑ;FDSBSDF;XXX;XX
3873;XXXX;PPP;DFGN;XXX;XX
3882;XXXX;QQQ;SNBGS;XXX;XX
3884;XXXX;XXX;XXX;XXX;XX
3886;XXXX;YYY;FADFBA;XXX;XX
3888;XXXX;KKK;FDSBSDF;XXX;XX
3890;XXXX;ÑÑÑ;DFGN;XXX;XX
3892;XXXX;PPP;SNBGS;XXX;XX
3893;XXXX;QQQ;XXX;XXX;XX
3894;XXXX;XXX;FADFBA;XXX;XX
3899;XXXX;YYY;FDSBSDF;XXX;XX
3900;XXXX;KKK;DFGN;XXX;XX
3902;XXXX;ÑÑÑ;SNBGS;XXX;XX
3903;XXXX;PPP;XXX;XXX;XX
3905;XXXX;QQQ;FADFBA;XXX;XX
3906;XXXX;XXX;FDSBSDF;XXX;XX
3907;XXXX;YYY;DFGN;XXX;XX
3910;XXXX;KKK;SNBGS;XXX;XX
3914;XXXX;ÑÑÑ;XXX;XXX;XX
3915;XXXX;PPP;FADFBA;XXX;XX
3917;XXXX;QQQ;FDSBSDF;XXX;XX
3918;XXXX;XXX;DFGN;XXX;XX
3919;XXXX;YYY;SNBGS;XXX;XX
3924;XXXX;KKK;XXX;XXX;XX
3925;XXXX;ÑÑÑ;FADFBA;XXX;XX
3926;XXXX;PPP;FDSBSDF;XXX;XX
3930;XXXX;QQQ;DFGN;XXX;XX
3931;XXXX;XXX;SNBGS;XXX;XX
3932;XXXX;YYY;XXX;XXX;XX
3935;XXXX;KKK;FADFBA;XXX;XX
3938;XXXX;ÑÑÑ;FDSBSDF;XXX;XX
3939;XXXX;PPP;DFGN;XXX;XX
3945;XXXX;QQQ;SNBGS;XXX;XX
3946;XXXX;XXX;XXX;XXX;XX
3948;XXXX;YYY;FADFBA;XXX;XX
3949;XXXX;KKK;FDSBSDF;XXX;XX
3951;XXXX;ÑÑÑ;DFGN;XXX;XX
4054;XXXX;PPP;SNBGS;XXX;XX
4097;XXXX;QQQ;XXX;XXX;XX
4099;XXXX;XXX;FADFBA;XXX;XX
4100;XXXX;YYY;FDSBSDF;XXX;XX
4101;XXXX;KKK;DFGN;XXX;XX
4105;XXXX;ÑÑÑ;SNBGS;XXX;XX
4106;XXXX;PPP;XXX;XXX;XX
4155;XXXX;QQQ;FADFBA;XXX;XX
4163;XXXX;XXX;FDSBSDF;XXX;XX
4164;XXXX;YYY;DFGN;XXX;XX
4165;XXXX;KKK;SNBGS;XXX;XX
4170;XXXX;ÑÑÑ;XXX;XXX;XX
4171;XXXX;PPP;FADFBA;XXX;XX
4172;XXXX;QQQ;FDSBSDF;XXX;XX
4174;XXXX;XXX;DFGN;XXX;XX
4177;XXXX;YYY;SNBGS;XXX;XX
4179;XXXX;KKK;XXX;XXX;XX
4182;XXXX;ÑÑÑ;FADFBA;XXX;XX
4184;XXXX;PPP;FDSBSDF;XXX;XX
4192;XXXX;QQQ;DFGN;XXX;XX
4193;XXXX;XXX;SNBGS;XXX;XX
4196;XXXX;YYY;XXX;XXX;XX
4201;XXXX;KKK;FADFBA;XXX;XX
4215;XXXX;ÑÑÑ;FDSBSDF;XXX;XX
4217;XXXX;PPP;DFGN;XXX;XX
4218;XXXX;QQQ;SNBGS;XXX;XX
4220;XXXX;XXX;XXX;XXX;XX
4227;XXXX;YYY;FADFBA;XXX;XX
4231;XXXX;KKK;FDSBSDF;XXX;XX
4250;XXXX;ÑÑÑ;DFGN;XXX;XX
4251;XXXX;PPP;SNBGS;XXX;XX
4253;XXXX;QQQ;XXX;XXX;XX
4254;XXXX;XXX;FADFBA;XXX;XX
4270;XXXX;YYY;FDSBSDF;XXX;XX
4274;XXXX;KKK;DFGN;XXX;XX
4280;XXXX;ÑÑÑ;SNBGS;XXX;XX
4283;XXXX;PPP;XXX;XXX;XX
4301;XXXX;QQQ;FADFBA;XXX;XX
4302;XXXX;XXX;FDSBSDF;XXX;XX
4307;XXXX;YYY;DFGN;XXX;XX
4308;XXXX;KKK;SNBGS;XXX;XX
4580;XXXX;ÑÑÑ;XXX;XXX;XX
4583;XXXX;PPP;FADFBA;XXX;XX
4655;XXXX;QQQ;FDSBSDF;XXX;XX
4656;XXXX;XXX;DFGN;XXX;XX
4657;XXXX;YYY;SNBGS;XXX;XX
4659;XXXX;KKK;XXX;XXX;XX
4660;XXXX;ÑÑÑ;FADFBA;XXX;XX
4661;XXXX;PPP;FDSBSDF;XXX;XX
4662;XXXX;QQQ;DFGN;XXX;XX
4663;XXXX;XXX;SNBGS;XXX;XX
4664;XXXX;YYY;XXX;XXX;XX
4665;XXXX;KKK;FADFBA;XXX;XX
4666;XXXX;ÑÑÑ;FDSBSDF;XXX;XX
4668;XXXX;PPP;DFGN;XXX;XX
4671;XXXX;QQQ;SNBGS;XXX;XX
4672;XXXX;XXX;XXX;XXX;XX
4673;XXXX;YYY;FADFBA;XXX;XX
4674;XXXX;KKK;FDSBSDF;XXX;XX
4675;XXXX;ÑÑÑ;DFGN;XXX;XX
4677;XXXX;PPP;SNBGS;XXX;XX
4680;XXXX;QQQ;XXX;XXX;XX
4683;XXXX;XXX;FADFBA;XXX;XX
4684;XXXX;YYY;FDSBSDF;XXX;XX
4685;XXXX;KKK;DFGN;XXX;XX
4686;XXXX;ÑÑÑ;SNBGS;XXX;XX
4688;XXXX;PPP;XXX;XXX;XX
4689;XXXX;QQQ;FADFBA;XXX;XX
4690;XXXX;XXX;FDSBSDF;XXX;XX
4691;XXXX;YYY;DFGN;XXX;XX
4692;XXXX;KKK;SNBGS;XXX;XX
4693;XXXX;ÑÑÑ;XXX;XXX;XX
4694;XXXX;PPP;FADFBA;XXX;XX
4695;XXXX;QQQ;FDSBSDF;XXX;XX
4696;XXXX;XXX;DFGN;XXX;XX
4698;XXXX;YYY;SNBGS;XXX;XX
4699;XXXX;KKK;XXX;XXX;XX
4700;XXXX;ÑÑÑ;FADFBA;XXX;XX
4702;XXXX;PPP;FDSBSDF;XXX;XX
4703;XXXX;QQQ;DFGN;XXX;XX
4704;XXXX;XXX;SNBGS;XXX;XX
4705;XXXX;YYY;XXX;XXX;XX
4707;XXXX;KKK;FADFBA;XXX;XX
4708;XXXX;ÑÑÑ;FDSBSDF;XXX;XX
4710;XXXX;PPP;DFGN;XXX;XX
4712;XXXX;QQQ;SNBGS;XXX;XX
4713;XXXX;XXX;XXX;XXX;XX
4714;XXXX;YYY;FADFBA;XXX;XX
4715;XXXX;KKK;FDSBSDF;XXX;XX
4716;XXXX;ÑÑÑ;DFGN;XXX;XX
4718;XXXX;PPP;SNBGS;XXX;XX
4722;XXXX;QQQ;XXX;XXX;XX
4723;XXXX;XXX;FADFBA;XXX;XX
4725;XXXX;YYY;FDSBSDF;XXX;XX
4726;XXXX;KKK;DFGN;XXX;XX
4729;XXXX;ÑÑÑ;SNBGS;XXX;XX
4730;XXXX;PPP;XXX;XXX;XX
4731;XXXX;QQQ;FADFBA;XXX;XX
4732;XXXX;XXX;FDSBSDF;XXX;XX
4734;XXXX;YYY;DFGN;XXX;XX
4735;XXXX;KKK;SNBGS;XXX;XX
4736;XXXX;ÑÑÑ;XXX;XXX;XX
4745;XXXX;PPP;FADFBA;XXX;XX
4759;XXXX;QQQ;FDSBSDF;XXX;XX
4764;XXXX;XXX;DFGN;XXX;XX
4765;XXXX;YYY;SNBGS;XXX;XX
4769;XXXX;KKK;XXX;XXX;XX
4781;XXXX;ÑÑÑ;FADFBA;XXX;XX
4786;XXXX;PPP;FDSBSDF;XXX;XX
4790;XXXX;QQQ;DFGN;XXX;XX
4792;XXXX;XXX;SNBGS;XXX;XX
4793;XXXX;YYY;XXX;XXX;XX
4795;XXXX;KKK;FADFBA;XXX;XX
4796;XXXX;ÑÑÑ;FDSBSDF;XXX;XX
